연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도,주소2
525,전라남도,순천시,순천시사회복지협의회,전남 순천시 역전2길 16 (조곡동),061-745-8206,2023-01-01 ~ 2025-12-31 (3년),사회복지협의회,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,34.94722413,127.4982204,전남 순천시 역전2길 16
526,전라남도,여수시,여수시노인복지관,전라남도 여수시 학동서4길 58-16,061-685-2381,2024-01-01 ~ 2026-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,34.76371425,127.6582364,전라남도 여수시 학동서4길 58-16
527,전라남도,여수시,소라종합사회복지관,전라남도 여수시 덕양로 414,061-685-9771,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당,34.7979752,127.630867,전라남도 여수시 덕양로 414
528,전라남도,여수시,미평종합사회복지관,"전라남도 여수시 미평로 77-1 (미평동, 주공아파트) 미평종합사회복지관",061-652-3457,2020-01-01 ~ 2023-12-31 (4년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당,34.77114047,127.7091754,전라남도 여수시 미평로 77-1  미평종합사회복지관
529,전라남도,여수시,문수종합사회복지관,전라남도 여수시 여문2로 11-10,061-652-4242,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당,34.75104452,127.6924704,전라남도 여수시 여문2로 11-10
530,전라남도,신안군,전남신안지역자활센터,전라남도 신안군 압해읍 복룡로 53,061-271-6602,2024-01-01 ~ 2025-12-31 (2년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,34.90280104,126.3323499,전라남도 신안군 압해읍 복룡로 53
531,전라남도,신안군,신안노인복지센터,전라남도 신안군 팔금면 탑목개길 162-10,061-271-4147,2021-01-01 ~ 2023-12-31 (3년),재가노인복지시설,해당없음,해당,해당,해당없음,해당없음,해당없음,34.7764441,126.141662,전라남도 신안군 팔금면 탑목개길 162-10
532,전라남도,영광군,비룡노인맞춤돌봄센터,전라남도 영광군 영광읍 물무로 237-15,061-351-2252,2023-01-01 ~ 2024-12-31 (2년),노인맞춤돌봄전담시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.27631616,126.5165778,전라남도 영광군 영광읍 물무로 237-15
533,전라남도,영광군,영광지역자활센터,전남 영광군 영광읍 중앙로4길 7-1,061-353-2000,2023-01-01 ~ 2024-12-31 (2년),지역자활센터,해당없음,해당없음,해당,해당없음,해당없음,해당없음,35.27507648,126.5141527,전남 영광군 영광읍 중앙로4길 7-1
534,전라남도,영광군,청람노인복지센터,전라남도 영광군 영광읍 옥당로 233-16,061-352-3273,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.28349292,126.5007872,전라남도 영광군 영광읍 옥당로 233-16
535,전라남도,영암군,영암지역자활센터,전라남도 영암군 영암읍 새동네길 22-1,061-471-9933,2023-01-01 ~ 2025-12-31 (3년),지역자활센터,해당없음,해당,해당없음,해당없음,해당없음,해당없음,34.79637721,126.6907062,전라남도 영암군 영암읍 새동네길 22-1
536,전라남도,영암군,정우재가노인복지센터,전라남도 영암군 서호면 아천새마을길11,061-472-0303,2023-01-01 ~ 2025-12-31 (3년),사회복지법인,해당없음,해당없음,해당없음,해당,해당없음,해당없음,34.74980177,126.6055935,전라남도 영암군 서호면 아천새마을길11
537,전라남도,완도군,완도지역자활센터,전라남도 완도군 완도읍 군내길 20-1,061-554-1001,2024-01-01 ~ 2026-12-31 (3년),지역자활센터,해당없음,해당,해당없음,해당없음,해당없음,해당없음,34.31176175,126.7572078,전라남도 완도군 완도읍 군내길 20-1
538,전라남도,장성군,장성군청,전라남도 장성군 영천로 200 장성군청 가족행복과,061-390-1989,2020-01-01 ~ 2024-12-31 (5년),직영(지자체),해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.30191231,126.7848767,전라남도 장성군 영천로 200 장성군청 가족행복과
539,전라남도,장성군,프란치스꼬의집,전라남도 장성군 진원면 덕주1길 10,061-390-9660,2024-01-01 ~ 2026-12-31 (3년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.27483875,126.8327285,전라남도 장성군 진원면 덕주1길 10
540,전라남도,진도군,진도군청,전라남도 진도군 진도읍 철마길 25,061-540-1275,2020-01-01 ~ 2024-12-31 (5년),기타,해당없음,해당,해당없음,해당없음,해당없음,해당없음,34.48736225,126.2650035,전라남도 진도군 진도읍 철마길 25
541,전라남도,함평군,사회복지법인 함평군사회복지협의회,전라남도 함평군 함평읍 함장로 1071(2층),061-324-6337,2024-01-01 ~ 2026-12-31 (3년),사회복지협의회,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.05585827,126.5137172,전라남도 함평군 함평읍 함장로 1071
542,전라남도,함평군,전남함평지역자활센터,전남 함평군 함평읍 함평천좌길 12-8,061-324-9556,2024-01-01 ~ 2026-12-31 (3년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.0599801,126.5260446,전남 함평군 함평읍 함평천좌길 12-8
543,전라남도,해남군,해남노인종합복지관,전라남도 해남군 해남읍 서림길 16,061-537-0012,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,34.57497977,126.5939128,전라남도 해남군 해남읍 서림길 16
544,전라남도,해남군,해남종합사회복지관,전라남도 해남군 해남읍 중앙 1로 14-14 해남종합사회복지관,061-534-6777,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당,34.57149007,126.6068384,전라남도 해남군 해남읍 중앙 1로 14-14 해남종합사회복지관
545,전라남도,장흥군,장흥종합사회복지관,전라남도 장흥군 장흥읍 흥성로 37-24,061-864-4804,2020-01-01 ~ 2023-12-31 (4년),사회복지관,해당없음,해당,해당없음,해당,해당없음,해당없음,34.67441903,126.9072935,전라남도 장흥군 장흥읍 흥성로 37-24
546,전라남도,장흥군,장흥지역자활센터,전라남도 장흥군 장흥읍 흥성로 17,061-862-8266,2023-01-01 ~ 2025-12-31 (3년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당,34.67441903,126.9072935,전라남도 장흥군 장흥읍 흥성로 17
547,전라남도,화순군,나드리노인복지관,전라남도 화순군 화순읍 학포로 2642,061-371-1166,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.05011518,126.9670996,전라남도 화순군 화순읍 학포로 2642
548,전라남도,화순군,화순군사회복지협의회,전남 화순군 화순읍 정곡로 115,061-373-6800,2024-01-01 ~ 2025-12-31 (2년),기타,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.04268582,126.9539182,전남 화순군 화순읍 정곡로 115
549,경상북도,경산시,보현전문요양원,경상북도 경산시 와촌면 상암길 37길 64,053-853-3538,2023-01-01 ~ 2025-12-31 (3년),사회복지법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.94705449,128.8536725,경상북도 경산시 와촌면 상암길 37길 64
550,경상북도,경산시,경산청솔재가노인통합지원센터,"경상북도 경산시 자인면 설총로 945, 2층",053-851-8771,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.82026769,128.824485,경상북도 경산시 자인면 설총로 945
551,경상북도,경산시,경산시재가노인통합지원센터,경상북도 경산시 원효로 26길5,053-811-1394,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당,해당없음,해당,해당없음,해당없음,35.82191779,128.7508376,경상북도 경산시 원효로 26길5
552,경상북도,경산시,한국돌봄사회적협동조합경산지부,경상북도 경산시 경안로 118번지,053-811-3139,2023-01-01 ~ 2025-12-31 (3년),협동조합,해당없음,해당없음,해당없음,해당없음,해당없음,해당,35.81808144,128.7385655,경상북도 경산시 경안로 118번지
553,경상북도,경주시,경주재가노인통합지원센터,경상북도 경주시 양정로 251번길 19. 3층,054-742-9042,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.85501617,129.2219314,경상북도 경주시 양정로 251번길 19. 3층
554,경상북도,경주시,하나재가노인통합지원센터,경상북도 경주시 안강읍 구부랑두림길 131,054-763-1180,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.00400263,129.1985569,경상북도 경주시 안강읍 구부랑두림길 131
555,경상북도,경주시,참사랑재가노인통합지원센터,경북 경주시 양정로 144-23 (성동동),054-774-8860,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.84725951,129.2220212,경북 경주시 양정로 144-23
556,경상북도,경주시,공영재가노인통합지원센터,경상북도 경주시 귀격1길 21-52 공영재가노인통합지원센터,054-771-2601,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.76786068,129.2681027,경상북도 경주시 귀격1길 21-52 공영재가노인통합지원센터
557,경상북도,경주시,경주시종합사회복지관,경상북도 경주시 승삼1길 32 경주시종합사회복지관 2층 사무실,054-771-8107,2023-01-01 ~ 2024-12-31 (2년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.87888925,129.2309576,경상북도 경주시 승삼1길 32 경주시종합사회복지관 2층 사무실
558,경상북도,구미시,성심재가노인통합지원센터,경상북도 구미시 선산읍 단계서길83-8,054-481-7074,2024-01-01 ~ 2024-12-31 (1년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.24450153,128.2965634,경상북도 구미시 선산읍 단계서길83-8
559,경상북도,구미시,금오재가노인통합지원센터,경상북도 구미시 해평면 송곡2길 36,054-472-0408,2024-01-01 ~ 2024-12-31 (1년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.22332673,128.3855582,경상북도 구미시 해평면 송곡2길 36
560,경상북도,구미시,강동재가노인통합지원센터,"경상북도 구미시 형곡동로 3길 9, 2층",054-473-4008,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,36.10410225,128.3350904,경상북도 구미시 형곡동로 3길 9
561,경상북도,구미시,구미재가노인통합지원센터,"경상북도 구미시 검성로 115, 7703동 101~103호(구미재가노인통합지원센터)",054-472-5080,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.11854803,128.4314465,경상북도 구미시 검성로 115
562,경상북도,구미시,은빛재가노인통합지원센터,경북 구미시 송원서로8길 57 (원평동),054-458-7779,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,36.12360768,128.3500714,경북 구미시 송원서로8길 57
563,경상북도,고령군,고령지역자활센터,경상북도 고령군 대가야읍 왕릉로 30 대가야문화누리 2층,054-954-8320,2024-01-01 ~ 2025-12-31 (2년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.72357555,128.2630942,경상북도 고령군 대가야읍 왕릉로 30 대가야문화누리 2층
564,경상북도,고령군,사회복지법인수경재단,경북 고령군 다산면 호촌길 23-10 2층,054-954-7233,2024-01-01 ~ 2025-12-31 (2년),사회복지법인,해당없음,해당,해당,해당,해당없음,해당없음,35.82790978,128.4551215,경북 고령군 다산면 호촌길 23-10 2층
565,경상북도,김천시,김천지역자활센터,경상북도 김천시 강변로 36(감호동),054-435-8985,2023-01-01 ~ 2024-12-31 (2년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.12191193,128.1298821,경상북도 김천시 강변로 36
566,경상북도,김천시,김천재가노인통합지원센터,경상북도 김천시 평화중앙6길 36,054-439-0162,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,36.12166007,128.1133175,경상북도 김천시 평화중앙6길 36
567,경상북도,김천시,김천시노인복지관,경상북도 김천시 중앙공원1길 16,054-435-6340,2023-01-01 ~ 2027-12-31 (5년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,36.1192927,128.1194969,경상북도 김천시 중앙공원1길 16
568,경상북도,문경시,문경시종합사회복지관,경상북도 문경시 매봉4길 25,054-556-0991,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,36.58666401,128.1836473,경상북도 문경시 매봉4길 25
569,경상북도,문경시,문경지역자활센터,경상북도 문경시 호서로 196 (흥덕동),054-554-0407,2023-01-01 ~ 2025-12-31 (3년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.61099981,128.2058164,경상북도 문경시 호서로 196
570,경상북도,봉화군,봉화군노인복지관,경상북도 봉화군 봉화읍 내성천2길 75-2,054-674-2555,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.88898342,128.7350056,경상북도 봉화군 봉화읍 내성천2길 75-2
571,경상북도,봉화군,봉화요양원,경상북도 봉화군 법전면 갈방길 33-15 (봉화요양원),054-672-1763,2023-01-01 ~ 2025-12-31 (3년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.91354052,128.8459911,경상북도 봉화군 법전면 갈방길 33-15
572,경상북도,상주시,상주시담향재가노인통합지원센터,"경상북도 상주시 왕산로 42-32,2층",054-531-4011,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.40734925,128.1619227,경상북도 상주시 왕산로 42-32
573,경상북도,상주시,상주재가노인통합지원센터,경상북도 상주시 낙동면 신상양지길 32-10,054-532-5514,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.41047072,128.2359774,경상북도 상주시 낙동면 신상양지길 32-10
574,경상북도,상주시,상주시노인종합복지관,경북 상주시 중앙로 111 상주시노인종합복지관,054-536-6232,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,36.41690111,128.1499972,경북 상주시 중앙로 111 상주시노인종합복지관
575,경상북도,안동시,노인통합지원센터,경상북도 안동시 안기1길 48,054-841-5125,2024-01-01 ~ 2025-12-31 (2년),협동조합,해당,해당없음,해당없음,해당없음,해당없음,해당없음,36.57434692,128.7166839,경상북도 안동시 안기1길 48
576,경상북도,안동시,사단법인안동자원봉사센터,"경상북도 안동시 안기천로 74, 2층",054-841-9891,2024-01-01 ~ 2025-12-31 (2년),법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.5639877,128.7174618,경상북도 안동시 안기천로 74
577,경상북도,안동시,안동시재가노인통합지원센터,경상북도 안동시 은행나무로 106-5 3층,054-853-3094,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,36.56760326,128.6965241,경상북도 안동시 은행나무로 106-5 3층
578,경상북도,성주군,성주지역자활센터,경상북도 성주군 성주읍 주산로5,054-931-1379,2024-01-01 ~ 2026-12-31 (3년),지역자활센터,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.92345634,128.2902425,경상북도 성주군 성주읍 주산로5
579,경상북도,성주군,파티마재가노인통합지원센터,경상북도 성주군 금수면 봉두길 52,054-932-5414,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,35.93149766,128.1341332,경상북도 성주군 금수면 봉두길 52
580,경상북도,영덕군,영덕지역자활센터,경상북도 영덕군 영덕읍 군청길 127-5,054-734-5895,2023-01-01 ~ 2025-12-31 (3년),지역자활센터,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.4147451,129.3740113,경상북도 영덕군 영덕읍 군청길 127-5
581,경상북도,영덕군,한국돌봄사회적협동조합영덕지부,경상북도 영덕군 영덕읍 화개길 32,054-733-1310,2023-01-01 ~ 2025-12-31 (3년),협동조합,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.41616726,129.3672667,경상북도 영덕군 영덕읍 화개길 32
582,경상북도,영주시,영주재가노인통합지원센터,경상북도 영주시 철탄길 8,054-637-9964,2024-01-01 ~ 2024-12-31 (1년),재가노인복지시설,해당,해당,해당,해당,해당없음,해당없음,36.82977486,128.6252384,경상북도 영주시 철탄길 8
583,경상북도,영주시,(사)한국안전돌봄서비스협회영주지부,"경북 영주시 광복로 48 (영주동) 1층, 중간호",054-637-2700,2022-01-01 ~ 2024-12-31 (3년),법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.82760597,128.6237099,경북 영주시 광복로 48  1층
584,경상북도,영주시,영주시립양로원 만수촌,"경북 영주시 의상로 64 (상망동, 교육비전센터 1층)",054-638-9790,2023-01-01 ~ 2024-12-31 (2년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.84268687,128.6425632,경북 영주시 의상로 64
585,경상북도,영천시,영천시종합사회복지관,경상북도 영천시 충효로 147 주공 4단지내,054-332-8418,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,35.97682315,128.9441374,경상북도 영천시 충효로 147 주공 4단지내
586,경상북도,영천시,영천기독교청년회(YMCA)영천노인복지센터,"경상북도 영천시 천문로 323,(과전동) 4층",054-337-0013,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,35.96656453,128.9312485,경상북도 영천시 천문로 323
587,경상북도,영천시,마야실비노인요양원,경상북도 영천시 북안면 고지길 42-6,054-333-3988,2023-01-01 ~ 2025-12-31 (3년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.90632099,129.012382,경상북도 영천시 북안면 고지길 42-6
588,경상북도,영양군,영양군장애인보호작업장,경상북도 영양군 청기면 청기로 1244,054-682-1580,2024-01-01 ~ 2025-12-31 (2년),장애인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.68234307,129.0587313,경상북도 영양군 청기면 청기로 1244
589,경상북도,예천군,유천재가노인통합지원센터,경상북도 예천군 유천면 고산길 128,054-655-2431,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,36.63914968,128.3951646,경상북도 예천군 유천면 고산길 128
590,경상북도,울릉군,울릉군가족센터,경상북도 울릉군 울릉읍 봉래2길 37-12 3층,054-791-7859,2024-01-01 ~ 2025-12-31 (2년),다문화가족지원센터,해당없음,해당,해당없음,해당없음,해당없음,해당없음,37.49345952,130.9087117,경상북도 울릉군 울릉읍 봉래2길 37-12 3층
591,경상북도,울진군,울진군노인복지관,경상북도 울진군 울진읍 울진북로 496-14,054-789-6683,2023-01-01 ~ 2024-12-31 (2년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,37.00369367,129.4006703,경상북도 울진군 울진읍 울진북로 496-14
592,경상북도,의성군,금성노인복지관,경상북도 의성군 금성면 동부로 2404,054-832-3400,2020-01-01 ~ 2025-12-31 (6년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.2805316,128.6776374,경상북도 의성군 금성면 동부로 2404
593,경상북도,의성군,안계노인복지관,경상북도 의성군 안계면 용기5길 42,054-861-1376,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.38715461,128.4321976,경상북도 의성군 안계면 용기5길 42
594,경상북도,청도군,청도군주간보호센터,경상북도 청도군 화양읍 청화로 79-15,054-372-8745,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.64788151,128.7357686,경상북도 청도군 화양읍 청화로 79-15
595,경상북도,청도군,청도재가노인통합지원센터,경북 청도군 청도읍 고수동3길 46-18(오복누리원),054-373-4116,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.64875494,128.7429087,경북 청도군 청도읍 고수동3길 46-18
596,경상북도,청송군,청송보현재가노인복지센터,경상북도 청송군 안덕면 안현로 654 청송보현재가노인복지센터,054-873-6677,2020-01-01 ~ 2026-12-31 (7년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,36.31615658,128.987503,경상북도 청송군 안덕면 안현로 654 청송보현재가노인복지센터
597,경상북도,칠곡군,칠곡재가노인통합지원센터,경상북도 칠곡군 왜관읍 평장1길 9(1층),054-971-1939,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,35.98690655,128.4020247,경상북도 칠곡군 왜관읍 평장1길 9
598,경상북도,칠곡군,행복한마을 노인맞춤돌봄사업,경북 칠곡군 기산면 한솔1길 56 행복한마을 노인맞춤돌봄사업,054-974-9707,2024-01-01 ~ 2025-12-31 (2년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.97007027,128.3530539,경북 칠곡군 기산면 한솔1길 56 행복한마을 노인맞춤돌봄사업
599,경상북도,포항시,사회적협동조합포항나눔지역자활센터,경상북도 포항시 남구 청림서길 69,054-252-4471,2024-01-01 ~ 2025-12-31 (2년),협동조합,해당,해당없음,해당없음,해당없음,해당없음,해당,35.9975946,129.4069564,경상북도 포항시 남구 청림서길 69
600,경상북도,포항시,포항재가노인통합지원센터,경상북도 포항시 남구 운하로 6-1(송도동),054-242-0675,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.02532226,129.3773273,경상북도 포항시 남구 운하로 6-1
601,경상북도,포항시,선재재가노인통합지원센터,경상북도 포항시 북구 칠성로 47번길 4(선재빌딩 4층),054-231-4446,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.03707433,129.3670753,경상북도 포항시 북구 칠성로 47번길 4
602,경상북도,포항시,좋은이웃재가노인통합지원센터,경상북도 포항시 북구 흥해읍 한동로 106번길 39,054-262-0675,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.10710568,129.3567368,경상북도 포항시 북구 흥해읍 한동로 106번길 39
603,경상북도,포항시,서포항재가노인통합지원센터,경상북도 포항시 북구 기계면 기계로 69번길 11,054-255-2118,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.06921025,129.2092866,경상북도 포항시 북구 기계면 기계로 69번길 11
604,경상북도,포항시,포항원광보은의집,경상북도 포항시 북구 소티재로 151번길 36,054-275-5608,2024-01-01 ~ 2025-12-31 (2년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,36.06943241,129.3477665,경상북도 포항시 북구 소티재로 151번길 36
605,경상북도,포항시,가람재가노인통합지원센터,경상북도 포항시 북구 장미길 31-1 2층,054-231-5022,2024-01-01 ~ 2024-12-31 (1년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,36.05143396,129.3635132,경상북도 포항시 북구 장미길 31-1 2층
606,경상남도,거제시,거제노인통합지원센터,"경남 거제시 거제중앙로 1772 (상동동, 상동동 라푸름 아파트) 상가 3층",055-638-2111,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당없음,34.87772902,128.6293823,경남 거제시 거제중앙로 1772  상가 3층
607,경상남도,거제시,거제사랑노인복지센터,경상남도 거제시 고현로12길 6,055-637-6674,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,34.8871112,128.6255797,경상남도 거제시 고현로12길 6
608,경상남도,거창군,거창노인통합지원센터,경상남도 거창군 거창읍 창동로 174(2층),055-945-3365,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당,해당,해당없음,해당없음,35.6925521,127.9199726,경상남도 거창군 거창읍 창동로 174
609,경상남도,거창군,거창인애노인통합지원센터,"경상남도 거창군 거창읍 장팔길 93, 2층",055-942-9116,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.67639913,127.9084095,경상남도 거창군 거창읍 장팔길 93
610,경상남도,거창군,해월노인복지센터,경남 거창군 거창읍 절부길 13-26,055-945-1080,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,35.68142938,127.8955369,경남 거창군 거창읍 절부길 13-26
611,경상남도,고성군,대한노인회 고성군지회(노인맞춤돌봄서비스),경남 고성군 고성읍 남포로79번길 133,055-804-7500,2023-01-02 ~ 2025-12-31 (3년),법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,34.97010108,128.3184365,경남 고성군 고성읍 남포로79번길 133
612,경상남도,고성군,한올생명의집,경남 고성군 삼산면 병산3길 147-7,055-674-8989,2023-01-01 ~ 2025-12-31 (3년),요양시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,34.941459,128.2962062,경남 고성군 삼산면 병산3길 147-7
613,경상남도,김해시,효능원노인통합지원센터,경상남도 김해시 진영읍 서부로 38번길 77-35,055-343-7900,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당,해당,해당,해당,해당없음,해당없음,35.2895762,128.7590995,경상남도 김해시 진영읍 서부로 38번길 77-35
614,경상남도,김해시,김해시종합사회복지관,경상남도 김해시 분성로 227 노인맞춤돌봄서비스사업,055-329-6336,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,35.23243378,128.8705459,경상남도 김해시 분성로 227 노인맞춤돌봄서비스사업
615,경상남도,김해시,생명의전화노인통합지원센터,"경상남도 김해시 삼계로 69번길 15, 대명빌딩 401호",055-325-9195,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.25969893,128.8726736,경상남도 김해시 삼계로 69번길 15
616,경상남도,김해시,보현행원노인통합지원센터,경상남도 김해시 주촌면 서부로 1295번길 219,055-329-0070,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당,해당,해당,해당,해당없음,해당없음,35.23480227,128.7931306,경상남도 김해시 주촌면 서부로 1295번길 219
617,경상남도,김해시,김해돌봄지원센터,경남 김해시 구산로27번길 4-2 (구산동) 3층 301호,055-724-0515,2024-01-01 ~ 2026-12-31 (3년),협동조합,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.24905243,128.8717595,경남 김해시 구산로27번길 4-2  3층 301호
618,경상남도,남해군,화방남해노인통합지원센터,경상남도 남해군 고현면 화방로211번길81-7,055-863-1737,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,34.86774836,127.8692876,경상남도 남해군 고현면 화방로211번길81-7
619,경상남도,남해군,화방재가복지센터,경상남도 남해군 고현면 화방로211번길 81-20,055-863-1988,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,34.86869423,127.8702492,경상남도 남해군 고현면 화방로211번길 81-20
